gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureCohort,ServiceCount,HasSecurityBundle,HasStreamingBundle,MonthlyToTotalRatio,HighRiskContractFiber
Female,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),37.5,1237.81,Yes,Established_25-48m,0,0,0,0.030270985865467667,0
Female,0,Yes,Yes,49,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),95.14,4629.73,No,Loyal_49-72m,2,1,0,0.020545356779600628,0
Male,0,Yes,Yes,5,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,86.84,398.96,Yes,New_0-12m,2,0,0,0.21712171217121715,0
Female,0,No,No,69,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),75.12,5172.62,Yes,Loyal_49-72m,2,0,0,0.01451981397938001,0
Female,1,Yes,Yes,46,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,83.25,3836.29,No,Established_25-48m,3,0,0,0.0216949982930662,0
Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,109.62,2842.74,Yes,Established_25-48m,2,0,0,0.03854782786049358,0
Female,1,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,113.02,1024.56,Yes,New_0-12m,4,0,0,0.11020320605327821,0
Male,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),106.55,1801.42,Yes,Developing_13-24m,3,0,1,0.05911496765459771,0
Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.55,232.24,Yes,New_0-12m,0,0,0,0.1438432515863488,0
Female,1,Yes,Yes,66,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,86.7,5719.38,No,Loyal_49-72m,3,0,0,0.01515633576790353,0
Male,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,35.02,2490.46,No,Loyal_49-72m,0,0,0,0.01405601534843024,0
Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),45.09,165.98,Yes,New_0-12m,0,0,0,0.2700323392022997,0
Female,1,No,No,33,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,111.15,3661.68,No,Established_25-48m,4,1,0,0.03034663142835301,0
Female,0,No,No,14,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,83.18,1171.93,Yes,Developing_13-24m,1,0,0,0.07091642297494309,0
Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.29,225.34,No,New_0-12m,0,0,0,0.14266148272510382,0
Female,0,Yes,Yes,55,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,115.36,6303.08,No,Loyal_49-72m,4,0,1,0.018299260161673075,0
Male,0,No,No,49,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,53.88,2647.61,No,Loyal_49-72m,2,0,0,0.020342745817617542,0
Female,0,No,No,69,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.97,7528.07,No,Loyal_49-72m,5,1,1,0.01447323507418579,0
Male,0,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),97.33,789.6,Yes,New_0-12m,2,0,0,0.12310903111560839,1
Male,0,No,No,59,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),97.56,5772.53,Yes,Loyal_49-72m,3,0,1,0.016897807753661974,0
Female,0,No,No,38,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),87.52,3328.47,No,Established_25-48m,1,0,0,0.026286466014110353,0
Female,0,No,No,45,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,99.04,4492.73,Yes,Established_25-48m,2,0,0,0.022039597394592023,1
Female,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,36.54,1976.66,No,Loyal_49-72m,0,0,0,0.01847638117775553,0
Female,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),95.74,1401.56,Yes,Developing_13-24m,2,0,0,0.06826089436459046,0
Female,0,No,No,56,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),105.49,5910.8,No,Loyal_49-72m,5,0,1,0.017843973070807536,1
Male,0,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,111.8,3594.41,Yes,Established_25-48m,3,0,1,0.03109520193802654,0
Female,0,Yes,Yes,59,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),79.22,4653.31,No,Loyal_49-72m,2,0,0,0.017020782887259334,0
Female,0,No,No,29,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),132.11,3827.13,No,Established_25-48m,6,1,1,0.034510322272232136,0
Male,0,No,Yes,34,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,82.64,2827.95,Yes,Established_25-48m,2,0,0,0.029212251895579633,1
Male,1,No,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),34.84,1942.57,No,Loyal_49-72m,0,0,0,0.01792577576315749,0
Female,0,No,No,31,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),122.92,3806.96,No,Established_25-48m,4,1,0,0.03227975083771888,0
Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,111.97,2587.02,Yes,Developing_13-24m,3,0,0,0.0432647352029737,1
Female,0,Yes,Yes,45,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.29,4493.82,Yes,Established_25-48m,3,0,1,0.022312350661428046,0
Male,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),38.8,2715.82,No,Loyal_49-72m,0,0,0,0.014281402522066238,0
Male,1,Yes,No,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),111.46,2883.38,Yes,Established_25-48m,4,1,0,0.038642619904450864,0
Female,1,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,42.59,2636.56,No,Loyal_49-72m,0,0,0,0.016147499962086174,0
Male,0,Yes,Yes,70,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,86.62,6066.95,No,Loyal_49-72m,1,0,0,0.01427500226600417,0
Male,0,Yes,Yes,18,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),94.65,1719.6,No,Developing_13-24m,4,0,1,0.055009880274322916,0
Male,1,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,44.84,2605.41,No,Loyal_49-72m,0,0,0,0.01720374001020561,0
Male,1,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),46.63,2462.91,Yes,Loyal_49-72m,0,0,0,0.018925204248531807,0
Male,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),45.84,1484.84,Yes,Established_25-48m,0,0,0,0.030851235664674532,0
Male,0,Yes,Yes,72,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),93.27,6724.67,No,Loyal_49-72m,2,0,1,0.013867763360378964,0
Female,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,46.26,2191.36,No,Established_25-48m,0,0,0,0.021100549179879215,0
Female,1,Yes,Yes,12,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),107.5,1302.57,No,New_0-12m,2,0,0,0.08246584379818499,0
Male,0,No,No,28,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),110.3,3089.37,Yes,Established_25-48m,3,0,1,0.035691519138485034,0
Female,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,44.42,976.75,No,Developing_13-24m,0,0,0,0.04543083610329839,0
Female,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),128.46,8367.76,No,Loyal_49-72m,5,0,1,0.015349944316720758,0
Female,0,No,Yes,29,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,58.18,1684.16,Yes,Established_25-48m,0,0,0,0.034524911581096156,0
Male,0,No,No,37,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,99.98,3712.67,No,Established_25-48m,3,1,0,0.02692215517264593,0
Female,1,Yes,Yes,17,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,125.12,2146.2,Yes,Developing_13-24m,5,0,1,0.05827123695976156,0
Male,0,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,45.03,2927.88,No,Loyal_49-72m,0,0,0,0.015374477616017044,0
Female,0,No,No,24,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),77.56,1868.15,Yes,Developing_13-24m,2,0,0,0.041494797100286224,0
Male,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,36.21,1531.23,No,Established_25-48m,0,0,0,0.023632222316492955,0
Male,0,Yes,Yes,68,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.41,1394.82,No,Loyal_49-72m,0,0,0,0.014622229227264262,0
Female,0,Yes,Yes,57,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),85.5,4886.84,No,Loyal_49-72m,3,0,0,0.017492389276244722,0
Female,0,No,No,8,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),102.86,807.21,Yes,New_0-12m,4,1,0,0.12726890288415138,0
Male,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),114.93,8150.41,No,Loyal_49-72m,4,1,0,0.014099401207889188,0
Female,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),36.01,1493.53,No,Established_25-48m,0,0,0,0.02409453139113969,0
Female,0,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),93.44,5164.49,No,Loyal_49-72m,2,0,0,0.018089280978184064,0
Female,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),37.1,2237.96,No,Loyal_49-72m,0,0,0,0.016570193304034017,0
Male,1,Yes,Yes,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,109.21,2859.27,Yes,Established_25-48m,3,0,1,0.03818171011827554,0
Male,1,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,125.46,3896.34,Yes,Established_25-48m,4,0,1,0.032191186809464915,1
Female,0,No,Yes,2,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,87.32,161.5,Yes,New_0-12m,3,0,0,0.5373538461538461,0
Female,0,No,No,9,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,73.26,640.27,No,New_0-12m,2,0,0,0.11424205093018543,0
Female,1,Yes,Yes,31,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,105.23,3261.56,Yes,Established_25-48m,3,0,0,0.03225381295669658,0
Male,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),102.99,511.58,Yes,New_0-12m,3,0,0,0.20092473370010536,1
Male,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),107.35,2260.28,Yes,Developing_13-24m,2,0,0,0.04747311257340974,1
Female,1,No,No,31,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,86.12,2636.73,Yes,Established_25-48m,1,0,0,0.03264928555993222,0
Female,0,No,No,23,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Mailed check,96.67,2220.58,No,Developing_13-24m,2,0,0,0.04351407556783911,0
Female,0,No,No,48,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),84.63,4049.09,No,Established_25-48m,2,0,1,0.020895831944475307,0
Female,1,Yes,No,59,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),83.41,4940.34,Yes,Loyal_49-72m,1,0,0,0.01688003658926526,0
Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),96.75,296.39,Yes,New_0-12m,2,0,0,0.32533037425602745,1
Female,0,No,No,61,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,100.28,6109.47,Yes,Loyal_49-72m,2,0,0,0.01641117622703327,0
Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,88.62,1793.72,No,Developing_13-24m,0,0,0,0.049378175982883125,0
Female,0,No,No,29,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,109.37,3165.19,No,Established_25-48m,3,0,1,0.03454309438157533,0
Male,0,No,No,62,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,59.81,3706.66,No,Loyal_49-72m,0,0,0,0.016131468365491983,0
Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),105.18,4842.34,No,Established_25-48m,1,0,0,0.021716418834936222,0
Female,1,Yes,Yes,53,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,102.04,5421.76,No,Loyal_49-72m,3,0,0,0.018816986184157145,0
Male,0,No,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,110.35,6841.88,No,Loyal_49-72m,3,0,0,0.01612625093527871,0
Male,0,Yes,No,19,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),116.46,2234.05,No,Developing_13-24m,4,0,1,0.05210621686315742,0
Male,0,Yes,Yes,23,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,96.41,2211.4,Yes,Developing_13-24m,4,0,1,0.04357711082986801,0
Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.69,355.88,Yes,New_0-12m,0,0,0,0.09440147948890383,0
Female,0,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),103.77,1995.52,Yes,Developing_13-24m,3,0,0,0.05197543726083385,0
Male,1,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),47.15,47.15,Yes,New_0-12m,0,0,0,0.9792315680166147,0
Female,1,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),117.76,8016.58,Yes,Loyal_49-72m,4,1,0,0.014687723727109678,0
Male,0,No,No,20,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),91.31,1837.72,Yes,Developing_13-24m,2,0,0,0.04965954577097111,1
Female,0,No,No,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),115.6,2343.24,Yes,Developing_13-24m,3,0,0,0.04931235709654302,0
Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,108.89,648.88,Yes,New_0-12m,2,0,0,0.1675540099710716,1
Female,0,Yes,Yes,53,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,78.09,4146.69,No,Loyal_49-72m,2,0,0,0.01882734727040835,0
Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,103.05,4110.26,No,Established_25-48m,2,0,0,0.025065308445586024,0
Female,0,Yes,Yes,7,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.99,727.71,Yes,New_0-12m,5,1,1,0.1440765187797615,0
Female,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,122.43,355.92,Yes,New_0-12m,3,0,1,0.3430180432589936,1
Male,0,No,No,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),121.59,7308.1,No,Loyal_49-72m,4,0,0,0.01663542707036434,0
Female,0,No,No,42,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),114.03,4803.06,Yes,Established_25-48m,4,0,0,0.02373617315354096,0
Male,0,No,No,54,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,85.79,4638.19,No,Loyal_49-72m,1,0,0,0.018492452346206993,0
Male,0,No,No,59,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,92.38,5438.78,Yes,Loyal_49-72m,2,0,0,0.016982304431429212,0
Female,0,No,No,4,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),75.0,290.24,No,New_0-12m,2,0,0,0.25751957148743304,0
Male,0,Yes,Yes,51,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),68.89,3502.86,No,Loyal_49-72m,2,0,0,0.019661173677030474,0
Female,0,Yes,Yes,4,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),101.69,412.11,No,New_0-12m,4,0,0,0.24615719784076878,0
Male,0,No,No,34,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.76,2722.12,No,Established_25-48m,2,0,0,0.02965715796586269,0
Female,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,125.26,244.57,No,New_0-12m,5,1,1,0.5100785926619702,0
Male,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),35.36,510.31,Yes,Developing_13-24m,0,0,0,0.0691556981087794,0
Female,0,No,No,67,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),104.92,7037.24,No,Loyal_49-72m,3,0,0,0.014907135874877811,0
Female,0,Yes,No,68,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),116.98,7939.77,No,Loyal_49-72m,4,0,1,0.014731568852894618,1
Female,0,No,No,45,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,78.2,3548.37,No,Established_25-48m,2,0,0,0.022032078932317567,0
Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.34,6418.72,Yes,Loyal_49-72m,4,0,1,0.01781074563999676,1
Male,0,Yes,Yes,40,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),104.92,4195.46,Yes,Established_25-48m,3,0,0,0.025002025516745068,0
Female,0,Yes,Yes,2,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.15,166.5,Yes,New_0-12m,2,0,0,0.4785074626865672,0
Male,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),43.85,357.83,Yes,New_0-12m,0,0,0,0.12220271437728172,0
Male,0,Yes,Yes,17,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,64.53,1082.61,Yes,Developing_13-24m,1,0,0,0.0595509454508541,0
Male,0,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,116.25,4203.57,No,Established_25-48m,3,1,0,0.027648487241263675,0
Female,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,100.88,7261.92,No,Loyal_49-72m,3,1,0,0.013889730301311317,0
Male,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),45.92,631.36,No,Developing_13-24m,0,0,0,0.0726168638117528,0
Male,1,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.13,178.77,Yes,New_0-12m,0,0,0,0.18985370195249485,0
Male,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),44.75,72.66,No,New_0-12m,0,0,0,0.6075210426282922,0
Female,1,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),127.1,9033.94,Yes,Loyal_49-72m,4,0,1,0.014067608639349015,0
Female,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,113.2,7249.95,No,Loyal_49-72m,3,0,0,0.015611747426199326,0
Male,0,No,No,45,No,No phone service,DSL,No,No,No,No,No,No,Two year,No,Mailed check,43.63,1953.6,No,Established_25-48m,0,0,0,0.022321702650158603,0
Female,1,Yes,Yes,30,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,109.04,3285.55,Yes,Established_25-48m,3,1,0,0.033177648293803534,0
Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.09,931.01,No,Established_25-48m,0,0,0,0.03657686076329653,0
Male,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,92.05,1560.02,Yes,Developing_13-24m,2,0,0,0.058967854351641875,1
Male,0,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Mailed check,93.96,5739.65,No,Loyal_49-72m,3,0,0,0.016367484518303676,0
Female,0,Yes,Yes,46,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,89.75,4108.52,No,Established_25-48m,3,0,1,0.021839533570830655,0
Male,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,114.8,8158.17,No,Loyal_49-72m,4,0,1,0.014070058596646472,0
Female,0,No,No,29,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),88.6,2547.52,No,Established_25-48m,4,0,0,0.0347652755324659,0
Female,1,Yes,Yes,2,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.97,169.87,Yes,New_0-12m,2,0,0,0.4914262304676069,1
Female,0,No,No,47,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,102.51,4828.31,Yes,Established_25-48m,4,0,0,0.021226634860880746,0
Female,1,Yes,No,20,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,71.35,1432.08,No,Developing_13-24m,2,0,0,0.04978786948390878,0
Female,1,No,Yes,50,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,93.91,4718.8,No,Loyal_49-72m,3,0,0,0.019897029535149793,0
Female,0,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),46.82,2001.36,No,Established_25-48m,0,0,0,0.023382408757665955,0
Male,0,Yes,Yes,51,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),103.89,5304.52,Yes,Loyal_49-72m,3,0,0,0.01958149248330041,0
Male,1,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.99,2497.78,Yes,Developing_13-24m,3,0,1,0.04401748053049888,1
Female,1,Yes,No,45,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,91.29,4100.37,No,Established_25-48m,3,0,0,0.022258416090233265,0
Female,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,123.61,4816.25,No,Established_25-48m,4,0,0,0.025659868182054076,0
Female,0,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),44.04,287.75,Yes,New_0-12m,0,0,0,0.15251948051948053,0
Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.61,548.8,No,Developing_13-24m,0,0,0,0.06658785012731903,0
Female,0,Yes,Yes,61,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,95.75,5854.45,Yes,Loyal_49-72m,4,0,1,0.016352287185442623,0
Male,0,No,No,22,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,84.42,1843.67,Yes,Developing_13-24m,3,0,0,0.045764283042495406,0
Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Electronic check,99.96,294.89,No,New_0-12m,2,0,0,0.33782824698367636,0
Female,0,Yes,Yes,47,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),76.94,3603.63,Yes,Established_25-48m,3,0,0,0.021344770475749245,0
