customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-02807,Male,0,Yes,Yes,15,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,87.14,1287.32,Yes
CUST-02808,Male,1,No,No,42,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,103.16,4328.21,Yes
CUST-02809,Male,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.35,609.04,No
CUST-02810,Female,1,Yes,No,65,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,84.82,5501.65,No
CUST-02811,Male,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,124.95,3993.13,Yes
CUST-02812,Male,1,Yes,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),44.36,1545.4,Yes
CUST-02813,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,126.08,615.72,Yes
CUST-02814,Female,0,Yes,Yes,26,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.56,2511.48,No
CUST-02815,Female,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,36.03,2088.49,No
CUST-02816,Female,1,No,Yes,71,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),100.92,7179.22,No
CUST-02817,Female,1,No,No,66,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),114.83,7593.63,Yes
CUST-02818,Male,0,Yes,No,27,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),89.68,2442.78,No
CUST-02819,Male,1,No,No,8,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,82.63,646.31,Yes
CUST-02820,Female,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),126.57,5714.65,Yes
CUST-02821,Female,0,Yes,Yes,32,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,104.17,3332.33,No
CUST-02822,Male,0,No,No,70,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),84.37,5936.44,No
CUST-02823,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),36.13,802.73,No
CUST-02824,Female,0,Yes,No,58,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),88.89,5138.33,No
CUST-02825,Female,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.07,2721.84,No
CUST-02826,Female,0,Yes,Yes,20,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,87.48,1766.99,Yes
CUST-02827,Female,0,No,No,21,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,100.03,2081.25,No
CUST-02828,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),34.9,150.77,Yes
CUST-02829,Male,0,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,99.38,6881.27,No
CUST-02830,Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,65.68,1058.06,No
CUST-02831,Female,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,108.3,7349.79,Yes
CUST-02832,Female,0,Yes,Yes,21,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.4,1871.55,No
CUST-02833,Male,0,No,No,44,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,118.79,5236.74,Yes
CUST-02834,Male,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),105.37,2420.05,No
CUST-02835,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.4,211.5,No
CUST-02836,Male,0,Yes,No,12,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,87.78,1063.27,Yes
CUST-02837,Female,0,No,No,49,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.27,5144.57,No
CUST-02838,Male,0,No,No,25,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),75.76,1897.03,No
CUST-02839,Male,0,No,Yes,2,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.73,169.44,Yes
CUST-02840,Male,0,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),42.83,1693.17,No
CUST-02841,Male,1,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.62,285.7,No
CUST-02842,Male,1,No,No,36,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),97.83,3498.08,Yes
CUST-02843,Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,109.32,6001.99,Yes
CUST-02844,Male,0,No,No,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.5,382.25,No
CUST-02845,Female,0,Yes,Yes,67,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,87.26,5835.31,Yes
CUST-02846,Female,0,No,No,66,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,70.95,4698.94,No
CUST-02847,Female,1,No,No,36,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,80.77,2896.58,No
CUST-02848,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,32.18,1600.64,No
CUST-02849,Male,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,128.51,2310.59,No
CUST-02850,Female,0,Yes,Yes,57,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),92.49,5286.1,Yes
CUST-02851,Female,1,No,No,17,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.74,1620.83,Yes
CUST-02852,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),104.52,944.88,Yes
CUST-02853,Male,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),34.24,1270.81,Yes
CUST-02854,Female,0,No,No,70,No,No phone service,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,63.77,4449.03,No
CUST-02855,Female,0,No,No,18,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,110.23,1989.48,No
CUST-02856,Male,0,Yes,Yes,34,No,No phone service,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),52.25,1773.8,Yes
CUST-02857,Female,0,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,46.94,2048.39,No
CUST-02858,Male,1,Yes,No,68,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.79,7056.61,No
CUST-02859,Male,1,No,No,54,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,101.48,5464.29,No
CUST-02860,Male,1,No,No,30,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,114.29,3419.09,Yes
CUST-02861,Male,0,No,No,49,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.2,4139.0,Yes
CUST-02862,Female,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),34.88,1913.72,No
CUST-02863,Male,0,No,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.7,54.29,No
CUST-02864,Male,0,No,No,63,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),108.74,6848.27,No
CUST-02865,Female,0,Yes,Yes,12,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,72.82,859.4,Yes
CUST-02866,Male,0,No,No,70,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),108.23,7583.3,No
CUST-02867,Female,0,Yes,Yes,19,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,116.04,2213.16,Yes
CUST-02868,Female,0,No,No,62,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),82.06,5069.26,No
CUST-02869,Female,0,No,No,71,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,98.52,7011.96,No
CUST-02870,Male,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),35.77,1238.99,No
CUST-02871,Female,0,No,No,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.49,866.96,No
CUST-02872,Female,0,Yes,No,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.96,1378.4,No
CUST-02873,Male,0,No,Yes,66,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),114.05,7557.48,Yes
CUST-02874,Female,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),112.66,233.41,Yes
CUST-02875,Female,0,No,No,29,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),93.04,2701.12,No
CUST-02876,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),94.52,6074.78,No
CUST-02877,Female,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,35.46,910.54,Yes
CUST-02878,Female,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),43.54,2590.81,No
CUST-02879,Male,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,46.88,836.28,No
CUST-02880,Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.37,891.74,Yes
CUST-02881,Female,0,No,No,31,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),122.19,3806.3,Yes
CUST-02882,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),106.57,7442.42,No
CUST-02883,Male,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),45.93,3182.79,No
CUST-02884,Male,0,Yes,Yes,46,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,111.69,5131.67,Yes
CUST-02885,Female,0,No,No,46,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.8,4049.56,Yes
CUST-02886,Male,1,No,No,39,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,103.39,4023.71,No
CUST-02887,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,34.39,34.39,No
CUST-02888,Female,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),121.91,4971.74,No
CUST-02889,Male,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),38.13,1584.57,No
CUST-02890,Male,0,Yes,No,9,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),89.44,796.09,Yes
CUST-02891,Female,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),35.81,2327.54,No
CUST-02892,Male,0,No,No,46,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,115.42,5301.56,Yes
CUST-02893,Female,0,No,Yes,5,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,110.42,551.39,Yes
CUST-02894,Male,0,No,No,51,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,111.04,5655.59,No
CUST-02895,Male,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.65,168.18,No
CUST-02896,Male,0,Yes,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,43.94,1332.16,Yes
CUST-02897,Female,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),35.85,1469.63,No
CUST-02898,Male,0,No,No,50,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,74.24,3720.11,No
CUST-02899,Female,0,Yes,No,70,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),83.76,5873.92,No
CUST-02900,Female,1,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.4,2263.23,Yes
CUST-02901,Female,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),47.79,403.25,No
CUST-02902,Female,0,No,No,55,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,73.05,4021.54,Yes
CUST-02903,Male,0,No,No,19,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),67.82,1278.47,Yes
CUST-02904,Female,0,No,No,17,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,98.53,1687.95,No
CUST-02905,Female,1,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),99.04,317.6,Yes
CUST-02906,Male,0,No,No,64,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),120.22,7690.22,No
CUST-02907,Female,1,No,No,22,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),73.41,1617.48,Yes
CUST-02908,Male,0,No,Yes,10,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,78.31, ,Yes
CUST-02909,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.78,245.27,Yes
CUST-02910,Male,0,No,Yes,43,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.54,4108.36,Yes
CUST-02911,Female,1,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),108.49,6811.66,No
CUST-02912,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,99.37,909.99,Yes
CUST-02913,Female,0,No,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),113.46,7967.49,No
CUST-02914,Female,0,Yes,Yes,31,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),102.87,3190.47,No
CUST-02915,Male,0,Yes,No,10,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,98.08,969.52,Yes
CUST-02916,Male,1,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),94.77,1330.7,Yes
CUST-02917,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),34.92,539.6,No
CUST-02918,Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,131.91,4610.31,No
CUST-02919,Female,0,Yes,Yes,11,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.34,1108.47,Yes
CUST-02920,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),35.05,307.62,Yes
CUST-02921,Male,1,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),107.26,861.37,No
CUST-02922,Female,0,Yes,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),35.72,2006.83,No
CUST-02923,Male,0,No,No,41,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),95.75,3925.96,No
CUST-02924,Male,1,No,No,8,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,104.31,847.99,Yes
CUST-02925,Female,0,Yes,Yes,31,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,97.3,3022.16,No
CUST-02926,Female,0,No,No,16,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,118.13,1882.67,Yes
CUST-02927,Female,0,No,No,65,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,111.61,7253.03,No
CUST-02928,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,123.05,1721.49,Yes
CUST-02929,Female,0,Yes,No,39,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.34,3439.51,Yes
CUST-02930,Female,1,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,46.51,2565.69,No
CUST-02931,Female,0,Yes,Yes,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),22.31,347.3,No
CUST-02932,Male,0,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,103.83,7164.75,No
CUST-02933,Male,1,Yes,Yes,57,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,126.97,7241.93,Yes
CUST-02934,Male,0,No,Yes,14,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,115.6,1627.39,No
CUST-02935,Male,0,No,No,49,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Electronic check,92.62,4555.01,No
CUST-02936,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),35.77,69.43,Yes
CUST-02937,Female,1,Yes,No,56,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,68.22,3832.8,No
CUST-02938,Male,0,No,No,70,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,128.38,8995.76,No
CUST-02939,Male,0,Yes,Yes,27,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),86.78,2347.02,No
CUST-02940,Male,0,Yes,Yes,55,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,115.09,6309.08,No
CUST-02941,Male,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.45,1801.11,No
CUST-02942,Male,0,Yes,No,52,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.87,4882.69,Yes
CUST-02943,Male,1,No,No,51,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,99.75,5083.47,No
CUST-02944,Male,0,No,No,45,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,82.43,3692.0,No
CUST-02945,Female,0,Yes,Yes,25,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,92.44,2274.34,Yes
CUST-02946,Female,1,No,No,55,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,94.84,5244.73,No
CUST-02947,Male,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,34.38,1517.32,No
CUST-02948,Female,0,No,No,12,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,85.11,1004.72,No
CUST-02949,Female,0,Yes,No,47,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),116.75,5468.34,No
CUST-02950,Female,1,No,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,112.11,6161.87,No
CUST-02951,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,97.09,1468.47,Yes
CUST-02952,Male,0,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),35.46,860.51,No
CUST-02953,Female,0,Yes,No,23,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,102.22,2361.29,Yes
CUST-02954,Female,0,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,114.82,6990.71,Yes
CUST-02955,Female,0,Yes,Yes,57,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),96.36,5489.84,No
CUST-02956,Male,0,Yes,No,15,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,101.03,1517.36,Yes
CUST-02957,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),37.86,2157.17,No
CUST-02958,Male,0,No,No,30,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,96.06,2889.99,No
CUST-02959,Male,0,No,No,48,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,94.87,4577.37,No
CUST-02960,Male,0,No,No,24,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,86.34,2075.32,Yes
CUST-02961,Male,0,Yes,Yes,30,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),66.78,1994.63,Yes
CUST-02962,Male,0,No,No,30,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,102.73,3060.11,Yes
CUST-02963,Female,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,35.4,2516.04,No
CUST-02964,Female,0,Yes,Yes,49,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),83.12,4062.98,No
CUST-02965,Female,0,No,No,2,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Mailed check,89.54,185.51,Yes
CUST-02966,Male,0,No,No,25,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.83,2201.22,No
CUST-02967,Male,1,No,No,72,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),96.6,6978.65,No
CUST-02968,Male,0,No,No,45,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,92.85,4181.46,Yes
CUST-02969,Male,1,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,45.38,506.01,No
CUST-02970,Male,0,Yes,Yes,22,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),118.32,2593.21,Yes
CUST-02971,Female,0,Yes,Yes,19,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),82.21,1540.51,Yes
CUST-02972,Female,1,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,47.24,2519.84,No
CUST-02973,Male,0,Yes,No,6,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,91.27,565.72,No
CUST-02974,Male,0,Yes,Yes,56,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,102.96,5760.8,Yes
CUST-02975,Male,0,Yes,No,54,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.33,4524.81,No
CUST-02976,Male,0,No,No,70,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,98.81,6937.11,No
CUST-02977,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,116.64,1067.58,Yes
CUST-02978,Male,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,96.34,1347.01,No
CUST-02979,Male,0,No,Yes,10,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,117.02,1186.23,No
CUST-02980,Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),85.99,1375.22,Yes
